user_id,geo_country,event_count
e5060f0657c6231ba6885eb9ca0a70c63,AU,450
25060f0657ce2e7b499999e4c447b9198,AU,450
a5060f0657ce51d08b98b913356df7b27,AU,277
45060f0624766206101e84fc38eeaf207,AU,250
c5060f06284b97460b1c9ade2f3b9a792,AU,241
05060f0656222240e5889b5ed47ff8e51,AU,213
05060f06284b97460508250fc4e5209b3,AU,163
a546e70016aae706044edda6cffa2f876,JP,148
65060f065688f7cb41985d6ffc89eb42c,AU,137
e5060f0656d131e30151dc3f87143cc3b,AU,134
4546f74005611458b71ec31a9dcb6a9d3,CN,134
c5060f0624c42de61d5fb3c1721b509de,AU,119
e54631b6127759c61248246bc4486c9db,JP,117
e5060f06562216903e5f5b25540b8784f,AU,117
85060f06244416961b068f318232f3398,AU,117
e54660061fd203d61d4011b342364a5f4,NZ,117
650607209b0e2042ea81199c640155ce2,JP,116
c5469f4372430aed6edaa25127c8a20f5,CN,115
25060f06291c8bc61b5a36ac563c6d613,AU,104
c546a7231f2410861e4b2fbe70a64e575,JP,103
054650ae0ff41ab6119ebed0c014322d3,JP,103
85461526171ece5b12d8349cf16053d5f,JP,101
45060f062560de6607d0efbf4af64707e,AU,100
e5060f06557111d4889de60e03e6819c4,AU,99
e5a6153a7bce17c6018e3518582b18f4a,GB,99
e54674461727cf301ac10151f8c4d51cc,AU,99
05060f0657c64fd88ac9890e955a5559f,AU,98
654613030f0a0f9610c1556cd93a85a68,JP,97
65060f062476620618ce316c41d3bd3b4,AU,96
85060f062a5a8d060b5d4aee816c1e1b7,AU,95
05060f062144918601ce2908027470bbb,AU,95
c54631b6108b4e5614c70e6b38ed476bd,JP,95
65060f0625e7aee6028fda12c5516b1b2,AU,95
85a637c1eaa5b706169726f4a4150594b,GB,95
854615632b2005c61f5cd2ae8b23dd27f,JP,94
a5060f0657c630a5585128b50178286fc,AU,93
0546e70b1ce49706039081bc410fc680c,JP,93
250607c897120de8138e56aaa7d564ab7,JP,93
e54615471b940db61e5098d90d85ed705,JP,92
6546152617540bcec2debeac8d0d12c34,JP,91
e5060f0657da1429cdc965443e2cd79a4,AU,90
c5460046130691e599839f0a0eb05f330,SG,90
a5060f062463182617155255ee7a9c66d,AU,89
e5060f0624409d6616d8dcbdbc2032af0,AU,87
a546154707e0061615dff7a647020bfde,JP,87
c5060f0657ce113835c1a8eee171e9909,AU,87
c54615471b9a1b66170d56601d41816c4,JP,87
85060f0657ce51d0895828cdb8842b033,AU,87
254660061f9684961eca1074c8321e6fb,NZ,86
e5060c4619735428d9d5ac9ab7cee2437,TW,84
c5060f06563204302881c5baf599e4e15,AU,84
c5060f062387cb66180f05a640117c97c,AU,83
25060f0657c23af24a9b65fd8429bbee0,AU,83
854640f61f8664e61d9b687746d0ca9de,AU,82
a54640f61fa69f161e8f73dc2ad69c6f3,AU,81
e5060f062e5f67d61bde58f038f74ab8f,AU,81
45060f06290eccd618492c46ff329b16d,AU,80
6546152617400a1699c9a794d0bcff134,JP,79
a54613131f7a3526155c1cb6373296302,JP,79
254674461737c9b8161b29a26ab86a4b9,AU,78
25467406250614448b98733e5c09f10ac,SG,78
e546f73e926137561293afcd51c061d2f,CN,77
c54613031f3e02c61145b9f9e22b5f75b,JP,77
650607209b12969820d41a5c430ac004d,JP,77
45060f062249c7e601d850de018b76e37,AU,76
25461526170a1ca7d89ae9cd5ecc2571c,JP,76
a546744617270462198f5baf8578e9caa,AU,75
c546e70016aae70601df82f10055a53f5,JP,75
456668ec94be17cfd9980f8dc090d93c9,CA,74
05060f062b434d86095fe7906d3378813,AU,74
c5060f062b8058b611581c7dde66de719,AU,74
a5060f0625e7d556158515dbec1b2b847,AU,73
a566173e670627862706170617061704d,US,73
a5a6153a469e67361d55a07cdddffb82b,GB,73
4546e703599027060b01e198c90a0068b,JP,73
254630561740813d771a361dfc4a870b5,TW,73
45060f0657c21139548eba907f39e7675,AU,73
a5060f062ad79bc61b09d8a6e4868823b,AU,72
85060f062f4262960a85b29dfc82e1c99,AU,72
8546156311120d661998caf4d41286312,JP,72
c50607209b0249abc3c4d502a0c42af7b,JP,72
c56621071de6659fa5c072331fc99cd25,US,72
4546f73f97df1242115ba91aa9a9a7c08,CN,72
45461526175e4b8aef978d430e4632d29,JP,72
8566173e670637864706170617061707b,US,71
850607209b0249abc3c4d502a0c42af7b,JP,71
8566173e6706779e37061706170617001,US,71
650607209e23f93494c1dc3bcc2361f84,JP,71
05060f0655750cf38f0384af69c45d678,AU,71
c5060f062dc439361a452472b2e9cec6e,AU,71
c5060f062e1ab456165bdaea56dbe243a,AU,70
a5060f062b4759461308746db23b47e7f,AU,70
850607209ea29329f25983913cc13a430,JP,70
e5a63f169f3e12245fdf548df4ed56157,DE,70
050607209e254f8701d061009a2a592d6,JP,69
65060f0657e633f15a1e02da37aefe44a,AU,69
054641e6162765b612cf60f215151ba85,AU,69
65060f062b9a286610cb73935474c419e,AU,69
25060c4619452b8b0950ab90f040cc5b2,TW,68
456616065c0f05006806a0d43ce17e078,US,68
856668bf1d04e4494c50ce138eac944ab,US,67
056616761eb793a614d858e6052febd1f,US,67
e5060f062426b0261c943077161ea689c,AU,67
054650ae67c412861eda67902e67ac46c,JP,67
e5060f06260d138611d50aead3eeb3d4b,AU,67
c5060f06557527add34d63ac9a747ac79,AU,67
a5060f0656360e52ab51684b3fa06920e,AU,67
050607209e67a885ff4e94c786091b5fc,JP,66
65060f062b0734260ecc3b9ca9f543e61,AU,66
25a607e5463fef571d1d2f6c19c43de8e,FR,66
c546790627810ae602da738b6ed63957f,NZ,66
c50607e092468df620dda3759afab434b,MY,66
c5060f062603e6361cdddaf65a580e523,AU,66
250607209e250a22580e94a6622e64a35,JP,66
c566070e0b36106c149925d2b3bac3ed6,US,66
85060f0657da19fbe515be19b7283509d,AU,66
85060f0656d30e04fd11ade4bd2c05bc5,AU,66
45060f06290767860704a370bd701d803,AU,66
c5060f062204c6e615ca2cae4e6342941,AU,65
e546e7080dba6706090a849035983623b,JP,65
a54613033f483d761615151ec12f21b4c,JP,65
65060f0657d61af5b74d8b74b41e6bf64,AU,65
85060f065574043be280ff8c084818e22,AU,65
a5463ede17346e3ded49e4830eb033394,VN,65
85060f06238d70d6158f0e0b4d1a4734e,AU,64
e5060f062ac3ea161c58390c7c013d09e,AU,64
650607d6962607e0e013fa9e5de7f8fb0,MY,64
e5060f0656221322db4e8a905e446419f,AU,64
05060f062443ae36175077bba1d76ef24,AU,64
c5060f0623d442161c84f43803d232c2d,AU,63
05060f06252436660f18cd461666680b3,AU,63
45060f0621423336038cd806e2a3afb9e,AU,63
a5a60bb6473130f6189737a3f3bb03582,FR,63
e54679062637ce760887c6df8646a4da5,NZ,63
05060f062a40bf060b57be11b8b7e46a8,AU,63
254613033748149612888a4fb738cb808,JP,63
654600461106725cb854032e12ecd7393,SG,63
a5060f06280fa1b612027e3893453bfb0,AU,63
a5660722725e1844199acd1bfefb0d78d,US,63
6546e70e50a6270607cb39afc0e5ecab0,JP,62
c5060f0657ce372f294f74369945af91c,AU,62
85060f0657c217083e4785c57dd2f7e92,AU,62
c5469f27510710fe5841f3e6d27f06299,CN,62
25060f065622224a711f7bb35b8d8a4d8,AU,62
85060f062b8792661a1e8bc45193aaea1,AU,62
e5060f0657ce0433bec96aac277f73f6e,AU,62
25060f062a8e605618cea3d1251e8a1c8,AU,62
c5060f06257197661a4e2573459709ce3,AU,62
e5060f0657da1cede244e053aa2333edf,AU,62
45662e061c9609961f078e564b0ae0374,US,62
c5060f0629063ba610d27b6c4cdba9247,AU,62
a546130309f205561cd5606ccb00b6aa5,JP,62
65a617860744b1f3d8d98767f69da7fb9,SE,62
85463056174f2786d45cbb91aa418281a,TW,61
c5060f0623d4ebb61d1d961919ac1749a,AU,61
054672a6110c697616d16b25e8dc034a0,NZ,61
e50607ff13081e2d0d5636cfb6301c2a7,MO,61
45a6c2661706f706170617061e1a696cc,JP,61
654660061d21d8e6185173fede49a2b6f,NZ,61
85060f0629048f6603d8a976edba66542,AU,61
a5060f06564e14bdeacd7e097567fc996,AU,60
056607220f8603591a45be826e0e3678f,US,60
254615470d1e18f61c91cc9ca18b78d7c,JP,60
